Price,Close,High,Low,Open,Volume,log_ret,Close_t-1,Close_t-2,Open_t-1,Open_t-2,Low_t-1,Low_t-2,High_t-1,High_t-2,Volume_t-1,Volume_t-2
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,
2020-01-06,72.5829086303711,72.62164622763687,70.87607527260708,71.12786596061405,118387200,-0.004713946083748945,72.00912475585938,72.71605682373047,71.94133580542943,71.72100391407992,71.78396939069293,71.46679725362982,72.7717522953066,72.77658292273667,146322800.0,135480400.0
2020-01-07,72.24156188964844,72.84923913180799,72.0212459184403,72.59260896500349,108872000,0.015957798256649038,72.5829086303711,72.00912475585938,71.12786596061405,71.94133580542943,70.87607527260708,71.78396939069293,72.62164622763687,72.7717522953066,118387200.0,146322800.0
2020-01-08,73.40362548828125,73.70625595472642,71.94373641368738,71.94373641368738,132079200,0.021018650137728873,72.24156188964844,72.5829086303711,72.59260896500349,71.12786596061405,72.0212459184403,70.87607527260708,72.84923913180799,72.62164622763687,108872000.0,118387200.0
2020-01-09,74.96279907226562,75.15647966923257,74.13238261481911,74.3841659131879,170108400,0.0022581929289180497,73.40362548828125,72.24156188964844,71.94373641368738,72.59260896500349,71.94373641368738,72.0212459184403,73.70625595472642,72.84923913180799,132079200.0,108872000.0
2020-01-10,75.13227081298828,75.69880172853615,74.62869680726308,75.19764374317383,140644800,0.02113928183941583,74.96279907226562,73.40362548828125,74.3841659131879,71.94373641368738,74.13238261481911,71.94373641368738,75.15647966923257,73.70625595472642,170108400.0,132079200.0
2020-01-13,76.73741912841797,76.76405445807666,75.33079296168272,75.44942915816804,121532000,-0.013595308126158912,75.13227081298828,74.96279907226562,75.19764374317383,74.3841659131879,74.62869680726308,74.13238261481911,75.69880172853615,75.15647966923257,140644800.0,170108400.0
2020-01-14,75.70121002197266,76.88510420958616,75.57774178905865,76.6744745414686,161954400,-0.004294804702492938,76.73741912841797,75.13227081298828,75.44942915816804,75.19764374317383,75.33079296168272,74.62869680726308,76.76405445807666,75.69880172853615,121532000.0,140644800.0
2020-01-15,75.37678527832031,76.3839404992497,74.9434163205122,75.50026089033786,121923600,0.012448778532155678,75.70121002197266,76.73741912841797,76.6744745414686,75.44942915816804,75.57774178905865,75.33079296168272,76.88510420958616,76.76405445807666,161954400.0,121532000.0
2020-01-16,76.32099914550781,76.43237250443956,75.5583716587375,75.92152830847965,108829200,0.011010139584711125,75.37678527832031,75.70121002197266,75.50026089033786,76.6744745414686,74.9434163205122,75.57774178905865,76.3839404992497,76.88510420958616,121923600.0,161954400.0
2020-01-17,77.16594696044922,77.16836298058836,76.26289478458983,76.57036474816839,137816400,-0.006800010686831388,76.32099914550781,75.37678527832031,75.92152830847965,75.50026089033786,75.5583716587375,74.9434163205122,76.43237250443956,76.3839404992497,108829200.0,121923600.0
2020-01-21,76.64299774169922,77.23614913553814,76.5049964495613,76.79310129941813,110843200,0.003563312265506213,77.16594696044922,76.32099914550781,76.57036474816839,75.92152830847965,76.26289478458983,75.5583716587375,77.16836298058836,76.43237250443956,137816400.0,108829200.0
2020-01-22,76.91658782958984,77.47100170840719,76.82216354627624,77.12963354237134,101832400,0.0048043376487744895,76.64299774169922,77.16594696044922,76.79310129941813,76.57036474816839,76.5049964495613,76.26289478458983,77.23614913553814,77.16836298058836,110843200.0,137816400.0
2020-01-23,77.2870101928711,77.3669014145498,76.42027207993955,76.96985393819801,104472000,-0.002886445112905673,76.91658782958984,76.64299774169922,77.12963354237134,76.79310129941813,76.82216354627624,76.5049964495613,77.47100170840719,77.23614913553814,101832400.0,110843200.0
2020-01-24,77.06424713134766,78.2796084989247,76.87298259611883,77.5339302350096,146537600,-0.029845904143077386,77.2870101928711,76.91658782958984,76.96985393819801,77.12963354237134,76.42027207993955,76.82216354627624,77.3669014145498,77.47100170840719,104472000.0,101832400.0
2020-01-27,74.79817962646484,75.48090862271498,73.81281265158368,75.06691204410036,161940000,0.027896468531863283,77.06424713134766,77.2870101928711,77.5339302350096,76.96985393819801,76.87298259611883,76.42027207993955,78.2796084989247,77.3669014145498,146537600.0,104472000.0
2020-01-28,76.9141616821289,77.08605376922371,75.58258723533865,75.6818509443487,162234000,0.020716166340645884,74.79817962646484,77.06424713134766,75.06691204410036,77.5339302350096,73.81281265158368,76.87298259611883,75.48090862271498,78.2796084989247,161940000.0,146537600.0
2020-01-29,78.5241470336914,79.37393591584485,77.80752001617462,78.55078236199498,216229200,-0.0014498983129028066,76.9141616821289,74.79817962646484,75.6818509443487,75.06691204410036,75.58258723533865,73.81281265158368,77.08605376922371,75.48090862271498,162234000.0,161940000.0
2020-01-30,78.4103775024414,78.46364078408652,77.17080373518314,77.60417282727558,126743200,-0.04535194373641998,78.5241470336914,76.9141616821289,78.55078236199498,75.6818509443487,77.80752001617462,75.58258723533865,79.37393591584485,77.08605376922371,216229200.0,162234000.0
2020-01-31,74.93374633789062,78.12225762194025,74.63837863048332,77.69857485901245,199588400,-0.0027500393418703906,78.4103775024414,78.5241470336914,77.60417282727558,78.55078236199498,77.17080373518314,77.80752001617462,78.46364078408652,79.37393591584485,126743200.0,216229200.0
2020-02-03,74.72795867919922,75.89731989448796,73.16880546652003,73.67237945985059,173788400,0.032480481352309125,74.93374633789062,78.4103775024414,77.69857485901245,77.60417282727558,74.63837863048332,77.17080373518314,78.12225762194025,78.46364078408652,199588400.0,126743200.0
2020-02-04,77.19500732421875,77.3862719133486,75.93122176752728,76.33795548064964,136616400,0.008121227895484358,74.72795867919922,74.93374633789062,73.67237945985059,77.69857485901245,73.16880546652003,74.63837863048332,75.89731989448796,78.12225762194025,173788400.0,199588400.0
2020-02-05,77.82447814941406,78.62584328517734,77.21921702642419,78.32562874403418,118826800,0.011628970161537482,77.19500732421875,74.72795867919922,76.33795548064964,73.67237945985059,75.93122176752728,73.16880546652003,77.3862719133486,75.89731989448796,136616400.0,173788400.0
2020-02-06,78.73477935791016,78.73720276650342,77.53636686633509,78.09562750675829,105425600,-0.013685863193305677,77.82447814941406,77.19500732421875,78.32562874403418,76.33795548064964,77.21921702642419,75.93122176752728,78.62584328517734,77.3862719133486,118826800.0,136616400.0
2020-02-07,77.66456604003906,78.48239314790939,77.17192792843306,78.23243405494627,117684000,0.004738134724579073,78.73477935791016,77.82447814941406,78.09562750675829,78.32562874403418,77.53636686633509,77.21921702642419,78.73720276650342,78.62584328517734,105425600.0,118826800.0
2020-02-10,78.0334243774414,78.0334243774414,76.16480064339702,76.24488144952362,109348800,-0.0060514190378311095,77.66456604003906,78.73477935791016,78.23243405494627,78.09562750675829,77.17192792843306,77.53636686633509,78.48239314790939,78.73720276650342,117684000.0,105425600.0
2020-02-11,77.56263732910156,78.60373238920275,77.34422769426291,78.53093164624849,94323200,0.023470397304427647,78.0334243774414,77.66456604003906,76.24488144952362,78.23243405494627,76.16480064339702,77.17192792843306,78.0334243774414,78.48239314790939,109348800.0,117684000.0
2020-02-12,79.40459442138672,79.40944533661985,78.01404068842541,78.01404068842541,113730400,-0.007146633360639509,77.56263732910156,78.0334243774414,78.53093164624849,76.24488144952362,77.34422769426291,76.16480064339702,78.60373238920275,78.0334243774414,94323200.0,109348800.0
2020-02-13,78.83914184570312,79.16676004463604,78.47027235558737,78.67412186901794,94747600,0.0002462535486381516,79.40459442138672,77.56263732910156,78.01404068842541,78.53093164624849,78.01404068842541,77.34422769426291,79.40944533661985,78.60373238920275,113730400.0,94323200.0
2020-02-14,78.85855865478516,79.10851777495836,78.34893117896286,78.80759072301922,80113600,-0.018480206527754697,78.83914184570312,79.40459442138672,78.67412186901794,78.01404068842541,78.47027235558737,78.01404068842541,79.16676004463604,79.40944533661985,94747600.0,113730400.0
2020-02-18,77.41461944580078,77.59662873916865,76.34925482708518,76.53126412045305,152531200,0.014378793468118472,78.85855865478516,78.83914184570312,78.80759072301922,78.67412186901794,78.34893117896286,78.47027235558737,79.10851777495836,79.16676004463604,80113600.0,94747600.0
2020-02-19,78.5357894897461,78.76633753940254,77.65729255269991,77.65729255269991,93984000,-0.010312228155199514,77.41461944580078,78.85855865478516,76.53126412045305,78.80759072301922,76.34925482708518,78.34893117896286,77.59662873916865,79.10851777495836,152531200.0,80113600.0
2020-02-20,77.73007202148438,78.78572703430541,77.22287385707519,78.29551817542524,100566000,-0.022894830732951958,78.5357894897461,77.41461944580078,77.65729255269991,76.53126412045305,77.65729255269991,76.34925482708518,78.76633753940254,77.59662873916865,93984000.0,152531200.0
2020-02-21,75.97067260742188,77.76650347779221,75.3518440007245,77.32239667498202,129554000,-0.0486656643564075,77.73007202148438,78.5357894897461,78.29551817542524,77.65729255269991,77.22287385707519,77.65729255269991,78.78572703430541,78.76633753940254,100566000.0,93984000.0
2020-02-24,72.36203002929688,73.81810418195764,70.19005719516358,72.13876947323553,222195200,-0.03445899305041928,75.97067260742188,77.73007202148438,77.32239667498202,78.29551817542524,75.3518440007245,77.22287385707519,77.76650347779221,78.78572703430541,129554000.0,100566000.0
2020-02-25,69.91098022460938,73.41769559790279,69.4377605020185,73.03426594239946,230673600,0.01573875858589471,72.36203002929688,75.97067260742188,72.13876947323553,77.32239667498202,70.19005719516358,75.3518440007245,73.81810418195764,77.76650347779221,222195200.0,129554000.0
2020-02-26,71.0199966430664,72.28921027859994,69.52752251016861,69.53480258277888,198054800,-0.06760226537600325,69.91098022460938,72.36203002929688,73.03426594239946,72.13876947323553,69.4377605020185,70.19005719516358,73.41769559790279,73.81810418195764,230673600.0,222195200.0
